subscription_id,user_id,plan_type,start_date,end_date,cancellation_reason,churn_flag,subscription_month,active_days,subscription_period
1390,1168,Monthly_499,2024-03-24,2024-04-19,Hard to Cancel,1,3,26.0,Post-Update
1391,1871,Annual_3999,2024-06-25,2024-07-30,Hard to Cancel,1,6,35.0,Post-Update
1392,61,Monthly_499,2024-06-15,,,0,6,,Post-Update
1393,736,Quarterly_1299,2024-02-22,,,0,2,,Pre-Update
1394,1489,Annual_3999,2024-02-21,,,0,2,,Pre-Update
1395,966,Quarterly_1299,2024-01-24,2024-02-18,Found Better App,1,1,25.0,Pre-Update
1396,1170,Quarterly_1299,2024-04-14,,,0,4,,Post-Update
1397,2626,Monthly_499,2024-06-26,,,0,6,,Post-Update
1398,1958,Quarterly_1299,2024-05-15,,,0,5,,Post-Update
1399,2808,Quarterly_1299,2024-05-09,,,0,5,,Post-Update
1400,434,Quarterly_1299,2024-04-28,2024-07-06,Found Better App,1,4,69.0,Post-Update
1401,1348,Annual_3999,2024-03-21,2024-05-26,Hard to Cancel,1,3,66.0,Post-Update
1402,1621,Annual_3999,2024-05-06,2024-07-22,Hard to Cancel,1,5,77.0,Post-Update
1403,442,Monthly_499,2024-05-11,,,0,5,,Post-Update
1404,830,Monthly_499,2024-01-14,,,0,1,,Pre-Update
1405,2788,Quarterly_1299,2024-01-19,2024-02-22,Not Using App,1,1,34.0,Pre-Update
1406,1259,Monthly_499,2024-01-16,,,0,1,,Pre-Update
1407,1803,Quarterly_1299,2024-01-23,,,0,1,,Pre-Update
1408,231,Monthly_499,2024-02-18,,,0,2,,Pre-Update
1409,1956,Monthly_499,2024-06-02,,,0,6,,Post-Update
1410,990,Quarterly_1299,2024-01-29,2024-03-03,Found Better App,1,1,34.0,Pre-Update
1411,1496,Quarterly_1299,2024-06-02,2024-08-24,Found Better App,1,6,83.0,Post-Update
1412,1778,Monthly_499,2024-03-05,,,0,3,,Pre-Update
1413,2637,Monthly_499,2024-03-21,,,0,3,,Post-Update
1414,1248,Monthly_499,2024-01-29,2024-03-12,Not Using App,1,1,43.0,Pre-Update
1415,692,Monthly_499,2024-04-28,,,0,4,,Post-Update
1416,2202,Quarterly_1299,2024-01-02,2024-01-18,Hard to Cancel,1,1,16.0,Pre-Update
1417,408,Quarterly_1299,2024-03-22,,,0,3,,Post-Update
1418,2029,Monthly_499,2024-06-06,,,0,6,,Post-Update
1419,2851,Monthly_499,2024-05-26,,,0,5,,Post-Update
1420,366,Monthly_499,2024-06-27,,,0,6,,Post-Update
1421,2478,Monthly_499,2024-03-13,2024-04-22,Not Using App,1,3,40.0,Pre-Update
1422,1712,Monthly_499,2024-04-23,2024-07-09,Too Expensive,1,4,77.0,Post-Update
1423,937,Monthly_499,2024-06-02,2024-06-20,Hard to Cancel,1,6,18.0,Post-Update
1424,330,Monthly_499,2024-01-19,,,0,1,,Pre-Update
1425,1535,Monthly_499,2024-05-10,2024-07-01,Hard to Cancel,1,5,52.0,Post-Update
1426,1802,Quarterly_1299,2024-02-21,2024-03-16,Too Expensive,1,2,24.0,Pre-Update
1427,2852,Monthly_499,2024-06-04,2024-08-06,Too Expensive,1,6,63.0,Post-Update
1428,2173,Quarterly_1299,2024-06-28,,,0,6,,Post-Update
1429,924,Quarterly_1299,2024-05-15,,,0,5,,Post-Update
1430,2916,Monthly_499,2024-02-03,,,0,2,,Pre-Update
1431,1283,Monthly_499,2024-04-30,2024-07-17,Not Using App,1,4,78.0,Post-Update
1432,2976,Monthly_499,2024-05-27,2024-06-17,Hard to Cancel,1,5,21.0,Post-Update
1433,2204,Quarterly_1299,2024-03-08,2024-03-28,Found Better App,1,3,20.0,Pre-Update
1434,1201,Monthly_499,2024-01-24,,,0,1,,Pre-Update
1435,2761,Monthly_499,2024-01-08,2024-01-30,Not Using App,1,1,22.0,Pre-Update
1436,232,Monthly_499,2024-06-02,,,0,6,,Post-Update
1437,1301,Monthly_499,2024-05-05,,,0,5,,Post-Update
1438,1285,Monthly_499,2024-05-19,,,0,5,,Post-Update
1439,2400,Monthly_499,2024-04-02,2024-06-05,Not Using App,1,4,64.0,Post-Update
1440,1470,Monthly_499,2024-03-02,2024-05-15,Not Using App,1,3,74.0,Pre-Update
1441,1046,Monthly_499,2024-03-27,2024-05-20,Not Using App,1,3,54.0,Post-Update
1442,1438,Monthly_499,2024-06-11,2024-08-27,Hard to Cancel,1,6,77.0,Post-Update
1443,1422,Monthly_499,2024-01-31,,,0,1,,Pre-Update
1444,1609,Monthly_499,2024-01-04,,,0,1,,Pre-Update
1445,1522,Monthly_499,2024-03-04,2024-04-29,Found Better App,1,3,56.0,Pre-Update
1446,570,Monthly_499,2024-04-14,,,0,4,,Post-Update
1447,1261,Monthly_499,2024-03-25,2024-06-04,Found Better App,1,3,71.0,Post-Update
1448,2815,Annual_3999,2024-01-25,,,0,1,,Pre-Update
1449,564,Quarterly_1299,2024-01-10,2024-02-27,Too Expensive,1,1,48.0,Pre-Update
1450,2463,Monthly_499,2024-05-16,2024-07-01,Hard to Cancel,1,5,46.0,Post-Update
1451,2927,Monthly_499,2024-03-24,2024-05-27,Not Using App,1,3,64.0,Post-Update
1452,1575,Quarterly_1299,2024-03-26,2024-04-20,Hard to Cancel,1,3,25.0,Post-Update
1453,1892,Monthly_499,2024-05-29,,,0,5,,Post-Update
1454,2104,Monthly_499,2024-03-26,,,0,3,,Post-Update
1455,1288,Annual_3999,2024-04-25,,,0,4,,Post-Update
1456,1350,Monthly_499,2024-03-02,,,0,3,,Pre-Update
1457,1560,Quarterly_1299,2024-03-25,,,0,3,,Post-Update
1458,2537,Monthly_499,2024-06-19,2024-09-09,Hard to Cancel,1,6,82.0,Post-Update
1459,1650,Monthly_499,2024-06-27,2024-08-20,Hard to Cancel,1,6,54.0,Post-Update
1460,2897,Monthly_499,2024-06-02,2024-08-06,Hard to Cancel,1,6,65.0,Post-Update
1461,629,Quarterly_1299,2024-06-06,,,0,6,,Post-Update
1462,1920,Quarterly_1299,2024-03-01,,,0,3,,Pre-Update
1463,1515,Quarterly_1299,2024-02-18,,,0,2,,Pre-Update
1464,845,Annual_3999,2024-03-02,2024-05-08,Found Better App,1,3,67.0,Pre-Update
1465,2613,Monthly_499,2024-06-20,,,0,6,,Post-Update
1466,1365,Monthly_499,2024-06-27,,,0,6,,Post-Update
1467,1349,Monthly_499,2024-05-20,2024-06-25,Hard to Cancel,1,5,36.0,Post-Update
1468,1268,Monthly_499,2024-04-29,2024-06-27,Too Expensive,1,4,59.0,Post-Update
1469,1887,Monthly_499,2024-01-09,,,0,1,,Pre-Update
1470,2700,Annual_3999,2024-05-13,2024-07-15,Hard to Cancel,1,5,63.0,Post-Update
1471,2325,Quarterly_1299,2024-03-15,2024-05-27,Not Using App,1,3,73.0,Post-Update
1472,1409,Quarterly_1299,2024-01-09,,,0,1,,Pre-Update
1473,1089,Monthly_499,2024-06-15,,,0,6,,Post-Update
1474,1367,Monthly_499,2024-06-08,,,0,6,,Post-Update
1475,2617,Monthly_499,2024-04-08,,,0,4,,Post-Update
1476,668,Monthly_499,2024-03-10,2024-05-16,Too Expensive,1,3,67.0,Pre-Update
1477,1353,Monthly_499,2024-02-21,,,0,2,,Pre-Update
1478,1319,Quarterly_1299,2024-04-17,2024-05-15,Found Better App,1,4,28.0,Post-Update
1479,1938,Monthly_499,2024-04-22,2024-06-12,Too Expensive,1,4,51.0,Post-Update
1480,741,Monthly_499,2024-04-10,,,0,4,,Post-Update
1481,1354,Monthly_499,2024-05-10,2024-07-21,Too Expensive,1,5,72.0,Post-Update
1482,1648,Monthly_499,2024-01-02,,,0,1,,Pre-Update
1483,2252,Quarterly_1299,2024-05-19,,,0,5,,Post-Update
1484,2744,Quarterly_1299,2024-02-27,2024-05-17,Not Using App,1,2,80.0,Pre-Update
1485,243,Quarterly_1299,2024-05-19,,,0,5,,Post-Update
1486,167,Monthly_499,2024-06-17,,,0,6,,Post-Update
1487,1552,Monthly_499,2024-05-28,2024-08-12,Hard to Cancel,1,5,76.0,Post-Update
1488,2334,Monthly_499,2024-01-24,2024-02-13,Found Better App,1,1,20.0,Pre-Update
1489,1483,Monthly_499,2024-04-09,,,0,4,,Post-Update
1490,1305,Annual_3999,2024-02-15,,,0,2,,Pre-Update
1491,277,Monthly_499,2024-03-31,,,0,3,,Post-Update
1492,1330,Monthly_499,2024-03-03,,,0,3,,Pre-Update
1493,1446,Quarterly_1299,2024-04-20,2024-05-26,Found Better App,1,4,36.0,Post-Update
1494,2247,Monthly_499,2024-06-11,,,0,6,,Post-Update
1495,330,Quarterly_1299,2024-05-29,,,0,5,,Post-Update
1496,2940,Monthly_499,2024-03-30,2024-04-26,Too Expensive,1,3,27.0,Post-Update
1497,1433,Monthly_499,2024-03-31,,,0,3,,Post-Update
1498,2973,Monthly_499,2024-03-20,,,0,3,,Post-Update
1499,368,Monthly_499,2024-03-05,2024-05-19,Hard to Cancel,1,3,75.0,Pre-Update
1500,2323,Monthly_499,2024-05-13,,,0,5,,Post-Update
1501,2357,Quarterly_1299,2024-02-09,,,0,2,,Pre-Update
1502,2297,Annual_3999,2024-06-04,2024-08-26,Hard to Cancel,1,6,83.0,Post-Update
1503,1531,Monthly_499,2024-02-05,,,0,2,,Pre-Update
1504,2391,Monthly_499,2024-01-21,2024-02-01,Not Using App,1,1,11.0,Pre-Update
1505,2719,Monthly_499,2024-05-15,,,0,5,,Post-Update
1506,557,Monthly_499,2024-03-10,,,0,3,,Pre-Update
1507,852,Monthly_499,2024-03-11,,,0,3,,Pre-Update
1508,989,Monthly_499,2024-05-01,,,0,5,,Post-Update
1509,36,Annual_3999,2024-04-16,,,0,4,,Post-Update
1510,960,Quarterly_1299,2024-01-29,,,0,1,,Pre-Update
1511,2305,Monthly_499,2024-06-11,2024-08-03,Hard to Cancel,1,6,53.0,Post-Update
1512,1806,Monthly_499,2024-06-08,2024-08-16,Not Using App,1,6,69.0,Post-Update
1513,2415,Quarterly_1299,2024-04-19,2024-06-04,Hard to Cancel,1,4,46.0,Post-Update
1514,107,Quarterly_1299,2024-05-14,,,0,5,,Post-Update
1515,895,Monthly_499,2024-01-03,,,0,1,,Pre-Update
1516,1213,Monthly_499,2024-05-04,2024-06-23,Hard to Cancel,1,5,50.0,Post-Update
1517,2086,Quarterly_1299,2024-01-27,,,0,1,,Pre-Update
1518,2337,Monthly_499,2024-05-04,2024-07-16,Not Using App,1,5,73.0,Post-Update
1519,760,Quarterly_1299,2024-01-15,2024-02-04,Not Using App,1,1,20.0,Pre-Update
1520,1792,Monthly_499,2024-02-04,2024-04-26,Not Using App,1,2,82.0,Pre-Update
1521,2138,Monthly_499,2024-03-31,2024-05-12,Hard to Cancel,1,3,42.0,Post-Update
1522,1670,Annual_3999,2024-02-26,2024-05-13,Not Using App,1,2,77.0,Pre-Update
1523,2978,Monthly_499,2024-06-03,,,0,6,,Post-Update
1524,1821,Annual_3999,2024-03-03,2024-05-15,Too Expensive,1,3,73.0,Pre-Update
1525,2394,Monthly_499,2024-05-05,2024-05-20,Too Expensive,1,5,15.0,Post-Update
1526,2120,Quarterly_1299,2024-05-22,,,0,5,,Post-Update
1527,2897,Monthly_499,2024-05-24,2024-08-20,Not Using App,1,5,88.0,Post-Update
1528,2719,Monthly_499,2024-02-09,2024-04-14,Found Better App,1,2,65.0,Pre-Update
1529,2592,Monthly_499,2024-03-06,,,0,3,,Pre-Update
1530,448,Annual_3999,2024-06-09,2024-06-30,Hard to Cancel,1,6,21.0,Post-Update
1531,2809,Monthly_499,2024-03-24,2024-04-25,Found Better App,1,3,32.0,Post-Update
1532,2173,Monthly_499,2024-06-08,,,0,6,,Post-Update
1533,190,Monthly_499,2024-04-26,2024-07-24,Hard to Cancel,1,4,89.0,Post-Update
1534,1673,Quarterly_1299,2024-06-06,,,0,6,,Post-Update
1535,2673,Quarterly_1299,2024-01-18,,,0,1,,Pre-Update
1536,1321,Monthly_499,2024-06-06,,,0,6,,Post-Update
1537,2320,Monthly_499,2024-01-24,,,0,1,,Pre-Update
1538,1507,Monthly_499,2024-04-18,,,0,4,,Post-Update
1539,2009,Monthly_499,2024-03-26,2024-06-18,Hard to Cancel,1,3,84.0,Post-Update
1540,1175,Monthly_499,2024-04-27,2024-06-24,Found Better App,1,4,58.0,Post-Update
1541,2995,Monthly_499,2024-01-18,2024-03-11,Hard to Cancel,1,1,53.0,Pre-Update
1542,2711,Monthly_499,2024-02-03,2024-03-01,Too Expensive,1,2,27.0,Pre-Update
1543,2959,Quarterly_1299,2024-06-21,2024-08-26,Not Using App,1,6,66.0,Post-Update
1544,2834,Quarterly_1299,2024-02-23,2024-04-22,Too Expensive,1,2,59.0,Pre-Update
1545,63,Quarterly_1299,2024-04-14,,,0,4,,Post-Update
1546,1479,Annual_3999,2024-02-21,,,0,2,,Pre-Update
1547,1095,Monthly_499,2024-02-27,2024-03-28,Not Using App,1,2,30.0,Pre-Update
1548,1177,Monthly_499,2024-01-11,2024-03-24,Not Using App,1,1,73.0,Pre-Update
1549,233,Monthly_499,2024-02-24,2024-04-28,Found Better App,1,2,64.0,Pre-Update
1550,1189,Monthly_499,2024-02-27,2024-03-08,Found Better App,1,2,10.0,Pre-Update
1551,1625,Monthly_499,2024-06-24,2024-08-09,Too Expensive,1,6,46.0,Post-Update
1552,2142,Monthly_499,2024-05-08,,,0,5,,Post-Update
1553,977,Monthly_499,2024-06-11,,,0,6,,Post-Update
1554,2529,Monthly_499,2024-04-15,2024-06-22,Hard to Cancel,1,4,68.0,Post-Update
1555,1538,Monthly_499,2024-01-24,2024-03-24,Not Using App,1,1,60.0,Pre-Update
1556,2599,Quarterly_1299,2024-05-03,,,0,5,,Post-Update
1557,1648,Monthly_499,2024-05-18,2024-06-15,Hard to Cancel,1,5,28.0,Post-Update
1558,2384,Monthly_499,2024-03-29,,,0,3,,Post-Update
1559,2952,Monthly_499,2024-03-17,,,0,3,,Post-Update
1560,186,Quarterly_1299,2024-05-23,,,0,5,,Post-Update
1561,1440,Annual_3999,2024-05-04,,,0,5,,Post-Update
1562,1858,Quarterly_1299,2024-02-29,,,0,2,,Pre-Update
1563,1563,Quarterly_1299,2024-04-29,,,0,4,,Post-Update
1564,1483,Quarterly_1299,2024-02-11,,,0,2,,Pre-Update
1565,900,Quarterly_1299,2024-04-02,,,0,4,,Post-Update
1566,2489,Quarterly_1299,2024-06-05,2024-07-04,Too Expensive,1,6,29.0,Post-Update
1567,309,Quarterly_1299,2024-05-28,,,0,5,,Post-Update
1568,1065,Monthly_499,2024-01-21,2024-02-28,Too Expensive,1,1,38.0,Pre-Update
1569,863,Monthly_499,2024-04-22,2024-07-10,Hard to Cancel,1,4,79.0,Post-Update
1570,1412,Monthly_499,2024-01-18,2024-02-21,Too Expensive,1,1,34.0,Pre-Update
1571,590,Annual_3999,2024-02-24,,,0,2,,Pre-Update
1572,2512,Monthly_499,2024-01-03,,,0,1,,Pre-Update
1573,542,Monthly_499,2024-04-14,2024-05-04,Too Expensive,1,4,20.0,Post-Update
1574,1135,Annual_3999,2024-02-09,2024-05-03,Hard to Cancel,1,2,84.0,Pre-Update
1575,2816,Monthly_499,2024-02-17,,,0,2,,Pre-Update
1576,2378,Quarterly_1299,2024-01-03,2024-03-17,Found Better App,1,1,74.0,Pre-Update
1577,338,Annual_3999,2024-06-03,2024-07-18,Hard to Cancel,1,6,45.0,Post-Update
1578,264,Quarterly_1299,2024-02-05,,,0,2,,Pre-Update
1579,2197,Monthly_499,2024-05-13,2024-08-09,Hard to Cancel,1,5,88.0,Post-Update
1580,552,Quarterly_1299,2024-05-31,,,0,5,,Post-Update
1581,784,Monthly_499,2024-03-16,2024-05-15,Hard to Cancel,1,3,60.0,Post-Update
1582,384,Quarterly_1299,2024-01-06,,,0,1,,Pre-Update
1583,1022,Quarterly_1299,2024-04-05,,,0,4,,Post-Update
1584,1478,Annual_3999,2024-01-13,2024-02-14,Found Better App,1,1,32.0,Pre-Update
1585,1623,Quarterly_1299,2024-01-12,2024-02-07,Too Expensive,1,1,26.0,Pre-Update
1586,1899,Monthly_499,2024-03-17,,,0,3,,Post-Update
1587,1166,Monthly_499,2024-04-04,,,0,4,,Post-Update
1588,63,Monthly_499,2024-01-16,,,0,1,,Pre-Update
1589,1938,Monthly_499,2024-04-17,2024-06-29,Not Using App,1,4,73.0,Post-Update
1590,2169,Quarterly_1299,2024-01-29,,,0,1,,Pre-Update
1591,1032,Annual_3999,2024-05-22,2024-06-28,Hard to Cancel,1,5,37.0,Post-Update
1592,492,Monthly_499,2024-05-08,2024-07-28,Not Using App,1,5,81.0,Post-Update
1593,697,Monthly_499,2024-05-28,,,0,5,,Post-Update
1594,2601,Quarterly_1299,2024-03-24,2024-05-10,Hard to Cancel,1,3,47.0,Post-Update
1595,1935,Monthly_499,2024-02-04,,,0,2,,Pre-Update
1596,1727,Quarterly_1299,2024-02-23,,,0,2,,Pre-Update
1597,576,Quarterly_1299,2024-02-21,2024-03-19,Hard to Cancel,1,2,27.0,Pre-Update
1598,1552,Annual_3999,2024-03-29,2024-05-11,Hard to Cancel,1,3,43.0,Post-Update
1599,2455,Quarterly_1299,2024-01-10,,,0,1,,Pre-Update
1600,2700,Annual_3999,2024-06-14,2024-07-23,Hard to Cancel,1,6,39.0,Post-Update
1601,901,Monthly_499,2024-02-14,,,0,2,,Pre-Update
1602,2191,Quarterly_1299,2024-05-25,2024-06-17,Too Expensive,1,5,23.0,Post-Update
1603,2122,Annual_3999,2024-04-20,,,0,4,,Post-Update
1604,1271,Quarterly_1299,2024-04-14,2024-04-26,Hard to Cancel,1,4,12.0,Post-Update
1605,137,Monthly_499,2024-01-25,,,0,1,,Pre-Update
1606,294,Annual_3999,2024-03-19,2024-06-04,Found Better App,1,3,77.0,Post-Update
1607,325,Monthly_499,2024-05-17,2024-07-31,Found Better App,1,5,75.0,Post-Update
1608,1133,Quarterly_1299,2024-06-27,2024-07-08,Not Using App,1,6,11.0,Post-Update
1609,373,Monthly_499,2024-01-20,,,0,1,,Pre-Update
1610,2697,Quarterly_1299,2024-01-13,2024-02-10,Hard to Cancel,1,1,28.0,Pre-Update
1611,1896,Annual_3999,2024-06-22,2024-07-14,Hard to Cancel,1,6,22.0,Post-Update
1612,2887,Annual_3999,2024-04-10,,,0,4,,Post-Update
1613,728,Monthly_499,2024-06-05,2024-07-02,Found Better App,1,6,27.0,Post-Update
1614,2123,Monthly_499,2024-06-16,,,0,6,,Post-Update
1615,120,Monthly_499,2024-01-16,2024-02-21,Found Better App,1,1,36.0,Pre-Update
1616,2130,Monthly_499,2024-05-09,2024-06-04,Not Using App,1,5,26.0,Post-Update
1617,2818,Annual_3999,2024-04-10,2024-06-01,Hard to Cancel,1,4,52.0,Post-Update
1618,1418,Monthly_499,2024-01-24,,,0,1,,Pre-Update
1619,1146,Monthly_499,2024-03-20,,,0,3,,Post-Update
1620,2108,Quarterly_1299,2024-04-15,2024-07-12,Hard to Cancel,1,4,88.0,Post-Update
1621,1476,Monthly_499,2024-02-04,,,0,2,,Pre-Update
1622,1347,Monthly_499,2024-06-17,,,0,6,,Post-Update
1623,221,Monthly_499,2024-06-20,,,0,6,,Post-Update
1624,2753,Annual_3999,2024-04-05,,,0,4,,Post-Update
1625,2175,Quarterly_1299,2024-06-26,,,0,6,,Post-Update
1626,887,Monthly_499,2024-03-11,2024-05-09,Not Using App,1,3,59.0,Pre-Update
1627,641,Monthly_499,2024-02-09,,,0,2,,Pre-Update
1628,2138,Monthly_499,2024-05-09,2024-05-27,Hard to Cancel,1,5,18.0,Post-Update
1629,46,Monthly_499,2024-02-19,,,0,2,,Pre-Update
1630,2582,Monthly_499,2024-01-04,2024-03-28,Too Expensive,1,1,84.0,Pre-Update
1631,32,Annual_3999,2024-04-14,,,0,4,,Post-Update
1632,1049,Annual_3999,2024-06-26,2024-07-13,Hard to Cancel,1,6,17.0,Post-Update
1633,2973,Monthly_499,2024-04-18,2024-06-15,Hard to Cancel,1,4,58.0,Post-Update
1634,1029,Monthly_499,2024-04-20,2024-05-28,Found Better App,1,4,38.0,Post-Update
1635,1882,Quarterly_1299,2024-02-26,,,0,2,,Pre-Update
1636,771,Quarterly_1299,2024-06-13,2024-07-19,Hard to Cancel,1,6,36.0,Post-Update
1637,1261,Annual_3999,2024-02-14,2024-04-14,Found Better App,1,2,60.0,Pre-Update
1638,946,Monthly_499,2024-01-09,2024-03-10,Too Expensive,1,1,61.0,Pre-Update
1639,1626,Monthly_499,2024-05-30,2024-07-15,Too Expensive,1,5,46.0,Post-Update
1640,2130,Monthly_499,2024-05-08,,,0,5,,Post-Update
1641,1203,Annual_3999,2024-02-10,,,0,2,,Pre-Update
1642,2856,Quarterly_1299,2024-06-16,2024-06-28,Found Better App,1,6,12.0,Post-Update
1643,2027,Monthly_499,2024-04-03,2024-05-22,Not Using App,1,4,49.0,Post-Update
1644,1261,Monthly_499,2024-05-16,2024-08-12,Found Better App,1,5,88.0,Post-Update
1645,2950,Annual_3999,2024-06-23,2024-08-19,Too Expensive,1,6,57.0,Post-Update
1646,1193,Monthly_499,2024-01-17,,,0,1,,Pre-Update
1647,711,Monthly_499,2024-02-03,,,0,2,,Pre-Update
1648,234,Monthly_499,2024-05-14,2024-07-04,Found Better App,1,5,51.0,Post-Update
1649,1183,Annual_3999,2024-01-02,2024-03-24,Not Using App,1,1,82.0,Pre-Update
1650,1069,Quarterly_1299,2024-06-19,,,0,6,,Post-Update
1651,2979,Monthly_499,2024-05-27,,,0,5,,Post-Update
1652,2012,Annual_3999,2024-03-13,,,0,3,,Pre-Update
1653,1843,Quarterly_1299,2024-06-18,2024-07-22,Hard to Cancel,1,6,34.0,Post-Update
1654,1151,Monthly_499,2024-04-05,,,0,4,,Post-Update
1655,24,Quarterly_1299,2024-03-02,2024-05-02,Too Expensive,1,3,61.0,Pre-Update
1656,818,Monthly_499,2024-04-24,,,0,4,,Post-Update
1657,737,Monthly_499,2024-04-26,,,0,4,,Post-Update
1658,351,Quarterly_1299,2024-01-06,,,0,1,,Pre-Update
1659,571,Monthly_499,2024-02-04,,,0,2,,Pre-Update
1660,2200,Monthly_499,2024-04-04,,,0,4,,Post-Update
1661,183,Monthly_499,2024-06-19,,,0,6,,Post-Update
1662,1565,Monthly_499,2024-01-26,2024-04-21,Found Better App,1,1,86.0,Pre-Update
1663,2402,Quarterly_1299,2024-02-08,,,0,2,,Pre-Update
1664,950,Monthly_499,2024-04-19,,,0,4,,Post-Update
1665,1987,Annual_3999,2024-04-13,,,0,4,,Post-Update
1666,1443,Monthly_499,2024-04-10,2024-05-09,Hard to Cancel,1,4,29.0,Post-Update
1667,1779,Monthly_499,2024-05-17,,,0,5,,Post-Update
1668,885,Monthly_499,2024-05-31,2024-06-23,Not Using App,1,5,23.0,Post-Update
1669,1324,Annual_3999,2024-05-31,,,0,5,,Post-Update
1670,1565,Monthly_499,2024-01-24,2024-02-09,Too Expensive,1,1,16.0,Pre-Update
1671,2066,Monthly_499,2024-06-09,2024-08-07,Too Expensive,1,6,59.0,Post-Update
1672,1243,Monthly_499,2024-01-22,2024-02-02,Found Better App,1,1,11.0,Pre-Update
1673,804,Annual_3999,2024-05-12,2024-05-28,Found Better App,1,5,16.0,Post-Update
1674,1872,Monthly_499,2024-02-07,2024-04-15,Found Better App,1,2,68.0,Pre-Update
1675,733,Monthly_499,2024-04-12,,,0,4,,Post-Update
1676,1537,Annual_3999,2024-02-22,,,0,2,,Pre-Update
1677,2560,Annual_3999,2024-01-19,2024-02-13,Not Using App,1,1,25.0,Pre-Update
1678,731,Annual_3999,2024-06-15,,,0,6,,Post-Update
1679,842,Monthly_499,2024-05-01,,,0,5,,Post-Update
1680,1491,Quarterly_1299,2024-04-25,,,0,4,,Post-Update
1681,2191,Quarterly_1299,2024-06-23,2024-07-20,Hard to Cancel,1,6,27.0,Post-Update
1682,1708,Quarterly_1299,2024-04-02,,,0,4,,Post-Update
1683,2990,Monthly_499,2024-06-04,,,0,6,,Post-Update
1684,2130,Quarterly_1299,2024-05-22,,,0,5,,Post-Update
1685,2200,Quarterly_1299,2024-05-23,,,0,5,,Post-Update
1686,2964,Annual_3999,2024-04-12,,,0,4,,Post-Update
1687,1254,Monthly_499,2024-02-23,2024-03-25,Found Better App,1,2,31.0,Pre-Update
1688,771,Monthly_499,2024-06-01,,,0,6,,Post-Update
1689,2640,Quarterly_1299,2024-03-30,,,0,3,,Post-Update
1690,2877,Quarterly_1299,2024-05-09,2024-07-04,Found Better App,1,5,56.0,Post-Update
1691,2698,Quarterly_1299,2024-05-06,,,0,5,,Post-Update
1692,364,Monthly_499,2024-06-10,,,0,6,,Post-Update
1693,2236,Monthly_499,2024-02-25,,,0,2,,Pre-Update
1694,2142,Annual_3999,2024-01-05,,,0,1,,Pre-Update
1695,1512,Quarterly_1299,2024-05-28,2024-08-21,Hard to Cancel,1,5,85.0,Post-Update
1696,1313,Quarterly_1299,2024-01-06,2024-01-23,Hard to Cancel,1,1,17.0,Pre-Update
1697,613,Monthly_499,2024-05-11,,,0,5,,Post-Update
1698,2168,Monthly_499,2024-05-11,2024-06-14,Hard to Cancel,1,5,34.0,Post-Update
1699,2121,Quarterly_1299,2024-01-28,,,0,1,,Pre-Update
1700,2641,Annual_3999,2024-01-21,2024-03-21,Too Expensive,1,1,60.0,Pre-Update
1701,2072,Monthly_499,2024-03-31,,,0,3,,Post-Update
1702,179,Monthly_499,2024-02-20,2024-04-06,Not Using App,1,2,46.0,Pre-Update
1703,2485,Quarterly_1299,2024-02-09,,,0,2,,Pre-Update
1704,167,Quarterly_1299,2024-01-28,,,0,1,,Pre-Update
1705,2967,Monthly_499,2024-02-17,,,0,2,,Pre-Update
1706,2165,Monthly_499,2024-05-15,,,0,5,,Post-Update
1707,1159,Monthly_499,2024-01-13,,,0,1,,Pre-Update
1708,197,Monthly_499,2024-01-28,,,0,1,,Pre-Update
1709,453,Quarterly_1299,2024-04-27,,,0,4,,Post-Update
1710,1430,Monthly_499,2024-03-30,2024-04-30,Hard to Cancel,1,3,31.0,Post-Update
1711,2178,Monthly_499,2024-05-10,,,0,5,,Post-Update
1712,1959,Monthly_499,2024-02-23,,,0,2,,Pre-Update
1713,247,Quarterly_1299,2024-02-09,,,0,2,,Pre-Update
1714,801,Monthly_499,2024-04-29,,,0,4,,Post-Update
1715,2749,Annual_3999,2024-01-27,2024-03-22,Too Expensive,1,1,55.0,Pre-Update
1716,2521,Annual_3999,2024-02-20,,,0,2,,Pre-Update
1717,1,Monthly_499,2024-03-19,,,0,3,,Post-Update
1718,2903,Annual_3999,2024-03-08,,,0,3,,Pre-Update
1719,2443,Quarterly_1299,2024-05-29,,,0,5,,Post-Update
1720,2703,Quarterly_1299,2024-04-02,,,0,4,,Post-Update
1721,11,Monthly_499,2024-06-09,,,0,6,,Post-Update
1722,758,Annual_3999,2024-05-11,2024-06-18,Hard to Cancel,1,5,38.0,Post-Update
1723,2434,Monthly_499,2024-04-07,,,0,4,,Post-Update
1724,1199,Monthly_499,2024-01-21,,,0,1,,Pre-Update
1725,1020,Monthly_499,2024-02-13,2024-03-12,Not Using App,1,2,28.0,Pre-Update
1726,2850,Annual_3999,2024-04-09,,,0,4,,Post-Update
1727,2134,Monthly_499,2024-06-10,2024-06-21,Hard to Cancel,1,6,11.0,Post-Update
1728,735,Monthly_499,2024-01-10,2024-03-14,Hard to Cancel,1,1,64.0,Pre-Update
1729,859,Monthly_499,2024-02-11,,,0,2,,Pre-Update
1730,176,Monthly_499,2024-06-16,2024-08-30,Not Using App,1,6,75.0,Post-Update
1731,1972,Monthly_499,2024-05-27,2024-08-12,Hard to Cancel,1,5,77.0,Post-Update
1732,863,Quarterly_1299,2024-06-18,2024-07-09,Not Using App,1,6,21.0,Post-Update
