user_id,signup_date,device_type,acquisition_channel,city_tier,age_group,signup_month,signup_period
1549,2024-04-08,Web,Organic,Tier-1,18-24,4,Post-Update
1550,2024-01-26,iOS,Instagram,Tier-1,45+,1,Pre-Update
1551,2024-05-28,Web,Google Ads,Tier-1,45+,5,Post-Update
1552,2024-01-05,Android,Instagram,Tier-2,35-44,1,Pre-Update
1553,2024-05-22,Web,Instagram,Tier-3,25-34,5,Post-Update
1554,2024-02-10,Android,Google Ads,Tier-3,35-44,2,Pre-Update
1555,2024-05-29,Web,Instagram,Tier-3,18-24,5,Post-Update
1556,2024-05-29,Android,Organic,Tier-2,25-34,5,Post-Update
1557,2024-05-02,Web,Google Ads,Tier-2,18-24,5,Post-Update
1558,2024-03-22,Android,YouTube,Tier-1,45+,3,Post-Update
1559,2024-01-29,iOS,Organic,Tier-2,18-24,1,Pre-Update
1560,2024-06-13,iOS,YouTube,Tier-3,18-24,6,Post-Update
1561,2024-04-20,Web,YouTube,Tier-3,45+,4,Post-Update
1562,2024-06-19,iOS,Organic,Tier-3,45+,6,Post-Update
1563,2024-02-01,Web,YouTube,Tier-3,25-34,2,Pre-Update
1564,2024-03-04,Android,Google Ads,Tier-1,45+,3,Pre-Update
1565,2024-03-27,Web,YouTube,Tier-3,18-24,3,Post-Update
1566,2024-06-10,Android,Instagram,Tier-3,18-24,6,Post-Update
1567,2024-02-11,Web,Organic,Tier-1,18-24,2,Pre-Update
1568,2024-03-18,Android,Google Ads,Tier-2,25-34,3,Post-Update
1569,2024-03-24,iOS,Organic,Tier-3,25-34,3,Post-Update
1570,2024-05-06,Android,Google Ads,Tier-3,18-24,5,Post-Update
1571,2024-05-26,iOS,YouTube,Tier-1,35-44,5,Post-Update
1572,2024-01-11,Web,YouTube,Tier-3,18-24,1,Pre-Update
1573,2024-04-17,Web,Instagram,Tier-2,45+,4,Post-Update
1574,2024-04-07,Android,Instagram,Tier-2,35-44,4,Post-Update
1575,2024-04-26,iOS,Instagram,Tier-3,18-24,4,Post-Update
1576,2024-03-22,Web,Google Ads,Tier-3,45+,3,Post-Update
1577,2024-06-01,iOS,Organic,Tier-2,18-24,6,Post-Update
1578,2024-02-16,iOS,Google Ads,Tier-1,18-24,2,Pre-Update
1579,2024-05-08,Android,Google Ads,Tier-2,45+,5,Post-Update
1580,2024-02-19,Web,Google Ads,Tier-3,35-44,2,Pre-Update
1581,2024-04-10,Android,Organic,Tier-2,18-24,4,Post-Update
1582,2024-03-09,Web,Google Ads,Tier-1,25-34,3,Pre-Update
1583,2024-02-24,iOS,YouTube,Tier-2,35-44,2,Pre-Update
1584,2024-02-28,iOS,Instagram,Tier-3,25-34,2,Pre-Update
1585,2024-06-08,iOS,Instagram,Tier-3,35-44,6,Post-Update
1586,2024-02-08,Android,Organic,Tier-3,18-24,2,Pre-Update
1587,2024-06-07,iOS,YouTube,Tier-1,18-24,6,Post-Update
1588,2024-02-20,Android,Organic,Tier-1,25-34,2,Pre-Update
1589,2024-06-21,iOS,YouTube,Tier-2,25-34,6,Post-Update
1590,2024-01-07,iOS,Organic,Tier-1,45+,1,Pre-Update
1591,2024-06-25,iOS,Organic,Tier-2,18-24,6,Post-Update
1592,2024-06-20,iOS,Instagram,Tier-2,18-24,6,Post-Update
1593,2024-05-03,Android,YouTube,Tier-3,45+,5,Post-Update
1594,2024-04-26,iOS,Instagram,Tier-1,18-24,4,Post-Update
1595,2024-01-22,iOS,YouTube,Tier-1,18-24,1,Pre-Update
1596,2024-06-20,iOS,Instagram,Tier-1,25-34,6,Post-Update
1597,2024-02-29,iOS,YouTube,Tier-2,18-24,2,Pre-Update
1598,2024-06-28,Web,Instagram,Tier-1,35-44,6,Post-Update
1599,2024-06-12,Android,YouTube,Tier-2,35-44,6,Post-Update
1600,2024-05-27,Android,Google Ads,Tier-1,18-24,5,Post-Update
1601,2024-01-14,Android,YouTube,Tier-3,45+,1,Pre-Update
1602,2024-01-15,iOS,Google Ads,Tier-3,25-34,1,Pre-Update
1603,2024-06-15,Web,Google Ads,Tier-3,25-34,6,Post-Update
1604,2024-04-01,Web,YouTube,Tier-1,25-34,4,Post-Update
1605,2024-04-27,Web,Instagram,Tier-1,35-44,4,Post-Update
1606,2024-02-19,Android,Instagram,Tier-2,45+,2,Pre-Update
1607,2024-03-26,Web,Organic,Tier-2,18-24,3,Post-Update
1608,2024-05-08,iOS,Organic,Tier-1,25-34,5,Post-Update
1609,2024-01-01,Android,Organic,Tier-2,25-34,1,Pre-Update
1610,2024-06-18,Android,YouTube,Tier-2,25-34,6,Post-Update
1611,2024-03-29,Android,Google Ads,Tier-1,18-24,3,Post-Update
1612,2024-05-15,Web,Instagram,Tier-2,25-34,5,Post-Update
1613,2024-06-19,iOS,YouTube,Tier-2,35-44,6,Post-Update
1614,2024-03-11,iOS,Google Ads,Tier-1,35-44,3,Pre-Update
1615,2024-02-07,iOS,YouTube,Tier-3,35-44,2,Pre-Update
1616,2024-06-11,Web,Organic,Tier-1,45+,6,Post-Update
1617,2024-05-20,Web,YouTube,Tier-1,25-34,5,Post-Update
1618,2024-02-03,Android,Instagram,Tier-1,25-34,2,Pre-Update
1619,2024-03-11,Android,Google Ads,Tier-3,18-24,3,Pre-Update
1620,2024-05-16,iOS,YouTube,Tier-1,25-34,5,Post-Update
1621,2024-05-11,Android,YouTube,Tier-1,18-24,5,Post-Update
1622,2024-06-27,iOS,Google Ads,Tier-3,25-34,6,Post-Update
1623,2024-01-31,Web,Instagram,Tier-3,25-34,1,Pre-Update
1624,2024-05-16,iOS,Organic,Tier-3,18-24,5,Post-Update
1625,2024-02-03,Android,Instagram,Tier-3,45+,2,Pre-Update
1626,2024-04-05,iOS,YouTube,Tier-2,25-34,4,Post-Update
1627,2024-01-09,Web,Google Ads,Tier-3,25-34,1,Pre-Update
1628,2024-01-17,Web,Google Ads,Tier-2,18-24,1,Pre-Update
1629,2024-06-12,Web,Instagram,Tier-2,35-44,6,Post-Update
1630,2024-04-30,iOS,Instagram,Tier-3,35-44,4,Post-Update
1631,2024-03-17,iOS,Instagram,Tier-1,45+,3,Post-Update
1632,2024-03-25,iOS,Google Ads,Tier-2,18-24,3,Post-Update
1633,2024-05-11,iOS,Instagram,Tier-2,25-34,5,Post-Update
1634,2024-02-09,Android,YouTube,Tier-1,25-34,2,Pre-Update
1635,2024-04-13,Android,Google Ads,Tier-2,45+,4,Post-Update
1636,2024-02-12,iOS,Instagram,Tier-2,45+,2,Pre-Update
1637,2024-01-13,Android,YouTube,Tier-3,35-44,1,Pre-Update
1638,2024-05-01,Android,Instagram,Tier-2,45+,5,Post-Update
1639,2024-01-07,Web,Organic,Tier-2,18-24,1,Pre-Update
1640,2024-03-04,Android,YouTube,Tier-1,25-34,3,Pre-Update
1641,2024-03-11,iOS,Google Ads,Tier-3,25-34,3,Pre-Update
1642,2024-05-09,Web,Google Ads,Tier-3,45+,5,Post-Update
1643,2024-03-08,Android,YouTube,Tier-1,35-44,3,Pre-Update
1644,2024-03-20,Web,Google Ads,Tier-1,18-24,3,Post-Update
1645,2024-06-20,iOS,YouTube,Tier-2,45+,6,Post-Update
1646,2024-03-06,Web,YouTube,Tier-1,25-34,3,Pre-Update
1647,2024-01-20,Android,Instagram,Tier-3,18-24,1,Pre-Update
1648,2024-04-02,Web,Instagram,Tier-3,35-44,4,Post-Update
1649,2024-02-12,iOS,YouTube,Tier-3,18-24,2,Pre-Update
1650,2024-06-18,Web,Google Ads,Tier-2,18-24,6,Post-Update
1651,2024-06-24,Android,Google Ads,Tier-2,25-34,6,Post-Update
1652,2024-05-07,Web,YouTube,Tier-3,18-24,5,Post-Update
1653,2024-02-14,Android,Organic,Tier-2,35-44,2,Pre-Update
1654,2024-06-15,Android,Google Ads,Tier-2,25-34,6,Post-Update
1655,2024-02-28,Android,Google Ads,Tier-2,18-24,2,Pre-Update
1656,2024-03-26,Web,Organic,Tier-2,35-44,3,Post-Update
1657,2024-01-04,Android,Instagram,Tier-1,25-34,1,Pre-Update
1658,2024-01-22,Android,Organic,Tier-3,35-44,1,Pre-Update
1659,2024-03-16,iOS,Google Ads,Tier-1,18-24,3,Post-Update
1660,2024-06-07,Android,Instagram,Tier-3,25-34,6,Post-Update
1661,2024-06-29,Android,Google Ads,Tier-2,35-44,6,Post-Update
1662,2024-01-24,Android,Instagram,Tier-3,35-44,1,Pre-Update
1663,2024-06-13,iOS,Google Ads,Tier-3,18-24,6,Post-Update
1664,2024-05-30,Web,YouTube,Tier-3,45+,5,Post-Update
1665,2024-04-06,iOS,Google Ads,Tier-3,25-34,4,Post-Update
1666,2024-05-30,Android,YouTube,Tier-1,18-24,5,Post-Update
1667,2024-04-22,iOS,Organic,Tier-3,45+,4,Post-Update
1668,2024-04-28,Android,Instagram,Tier-2,35-44,4,Post-Update
1669,2024-01-06,Web,Instagram,Tier-3,18-24,1,Pre-Update
1670,2024-06-01,Web,Instagram,Tier-2,35-44,6,Post-Update
1671,2024-04-13,Web,YouTube,Tier-1,25-34,4,Post-Update
1672,2024-02-21,iOS,Instagram,Tier-2,35-44,2,Pre-Update
1673,2024-02-22,iOS,YouTube,Tier-2,45+,2,Pre-Update
1674,2024-02-27,Web,Google Ads,Tier-3,35-44,2,Pre-Update
1675,2024-01-14,iOS,YouTube,Tier-3,18-24,1,Pre-Update
1676,2024-03-17,Android,Instagram,Tier-3,18-24,3,Post-Update
1677,2024-03-09,Android,Instagram,Tier-2,18-24,3,Pre-Update
1678,2024-05-30,iOS,Organic,Tier-2,18-24,5,Post-Update
1679,2024-04-17,iOS,Google Ads,Tier-2,25-34,4,Post-Update
1680,2024-06-12,Web,Organic,Tier-1,45+,6,Post-Update
1681,2024-01-31,iOS,Instagram,Tier-2,25-34,1,Pre-Update
1682,2024-01-27,Web,Instagram,Tier-1,25-34,1,Pre-Update
1683,2024-06-20,Android,YouTube,Tier-3,18-24,6,Post-Update
1684,2024-02-23,Android,Instagram,Tier-3,35-44,2,Pre-Update
1685,2024-04-19,iOS,YouTube,Tier-2,18-24,4,Post-Update
1686,2024-01-14,Web,Organic,Tier-2,45+,1,Pre-Update
1687,2024-06-11,iOS,Organic,Tier-2,18-24,6,Post-Update
1688,2024-02-09,Android,Google Ads,Tier-1,45+,2,Pre-Update
1689,2024-06-15,iOS,Instagram,Tier-2,18-24,6,Post-Update
1690,2024-01-30,Android,Google Ads,Tier-2,35-44,1,Pre-Update
1691,2024-06-13,Web,Instagram,Tier-2,18-24,6,Post-Update
1692,2024-06-12,Web,Organic,Tier-2,25-34,6,Post-Update
1693,2024-02-21,Web,YouTube,Tier-2,25-34,2,Pre-Update
1694,2024-06-02,iOS,YouTube,Tier-3,18-24,6,Post-Update
1695,2024-01-06,Android,Google Ads,Tier-3,45+,1,Pre-Update
1696,2024-05-01,Android,YouTube,Tier-2,18-24,5,Post-Update
1697,2024-01-29,Android,Google Ads,Tier-2,18-24,1,Pre-Update
1698,2024-03-16,Web,YouTube,Tier-2,18-24,3,Post-Update
1699,2024-02-29,iOS,Organic,Tier-2,18-24,2,Pre-Update
1700,2024-01-17,iOS,Organic,Tier-3,25-34,1,Pre-Update
1701,2024-02-17,iOS,YouTube,Tier-2,45+,2,Pre-Update
1702,2024-02-13,Web,Google Ads,Tier-2,25-34,2,Pre-Update
1703,2024-05-31,Web,Google Ads,Tier-3,18-24,5,Post-Update
1704,2024-06-12,Web,YouTube,Tier-1,18-24,6,Post-Update
1705,2024-05-15,Android,Google Ads,Tier-3,18-24,5,Post-Update
1706,2024-04-10,Android,Instagram,Tier-2,18-24,4,Post-Update
1707,2024-03-18,Android,Google Ads,Tier-1,25-34,3,Post-Update
1708,2024-03-11,iOS,Instagram,Tier-3,25-34,3,Pre-Update
1709,2024-05-18,iOS,Organic,Tier-3,18-24,5,Post-Update
1710,2024-04-11,Android,Google Ads,Tier-1,25-34,4,Post-Update
1711,2024-06-20,Android,Organic,Tier-1,25-34,6,Post-Update
1712,2024-01-16,Android,Instagram,Tier-3,45+,1,Pre-Update
1713,2024-02-12,Web,Google Ads,Tier-2,25-34,2,Pre-Update
1714,2024-03-20,iOS,Organic,Tier-2,18-24,3,Post-Update
1715,2024-01-06,iOS,Instagram,Tier-1,25-34,1,Pre-Update
1716,2024-02-15,iOS,Google Ads,Tier-1,45+,2,Pre-Update
1717,2024-01-19,iOS,Instagram,Tier-3,18-24,1,Pre-Update
1718,2024-06-24,Web,Instagram,Tier-2,18-24,6,Post-Update
1719,2024-01-06,iOS,Google Ads,Tier-3,45+,1,Pre-Update
1720,2024-04-04,iOS,YouTube,Tier-1,45+,4,Post-Update
1721,2024-04-05,Android,YouTube,Tier-2,25-34,4,Post-Update
1722,2024-01-22,Android,YouTube,Tier-3,35-44,1,Pre-Update
1723,2024-04-11,iOS,Instagram,Tier-1,45+,4,Post-Update
1724,2024-03-12,Android,Google Ads,Tier-2,18-24,3,Pre-Update
1725,2024-06-15,iOS,Organic,Tier-2,45+,6,Post-Update
1726,2024-02-16,iOS,Google Ads,Tier-2,35-44,2,Pre-Update
1727,2024-04-01,Android,Google Ads,Tier-2,18-24,4,Post-Update
1728,2024-02-06,Android,Organic,Tier-2,18-24,2,Pre-Update
1729,2024-03-22,Android,Google Ads,Tier-2,45+,3,Post-Update
1730,2024-04-16,iOS,YouTube,Tier-3,25-34,4,Post-Update
1731,2024-03-05,Web,Google Ads,Tier-1,18-24,3,Pre-Update
1732,2024-06-13,Android,Google Ads,Tier-1,25-34,6,Post-Update
1733,2024-01-21,Web,Google Ads,Tier-3,18-24,1,Pre-Update
1734,2024-04-02,Android,YouTube,Tier-3,35-44,4,Post-Update
1735,2024-03-04,iOS,Organic,Tier-1,45+,3,Pre-Update
1736,2024-02-22,Web,YouTube,Tier-3,45+,2,Pre-Update
1737,2024-06-12,Web,Organic,Tier-3,45+,6,Post-Update
1738,2024-06-17,Android,Instagram,Tier-2,45+,6,Post-Update
1739,2024-01-28,Android,Google Ads,Tier-3,35-44,1,Pre-Update
1740,2024-04-30,iOS,Organic,Tier-2,25-34,4,Post-Update
1741,2024-06-29,iOS,Google Ads,Tier-1,18-24,6,Post-Update
1742,2024-03-22,Android,Google Ads,Tier-1,18-24,3,Post-Update
1743,2024-02-02,iOS,YouTube,Tier-2,18-24,2,Pre-Update
1744,2024-04-05,Web,Instagram,Tier-1,25-34,4,Post-Update
1745,2024-06-28,iOS,Google Ads,Tier-3,25-34,6,Post-Update
1746,2024-04-20,Android,Google Ads,Tier-2,45+,4,Post-Update
1747,2024-01-06,Android,YouTube,Tier-3,25-34,1,Pre-Update
1748,2024-05-16,Android,YouTube,Tier-2,25-34,5,Post-Update
1749,2024-05-25,iOS,Organic,Tier-3,18-24,5,Post-Update
1750,2024-01-30,iOS,Organic,Tier-3,45+,1,Pre-Update
1751,2024-05-28,Android,YouTube,Tier-1,18-24,5,Post-Update
1752,2024-06-25,Web,YouTube,Tier-1,45+,6,Post-Update
1753,2024-04-21,Web,Instagram,Tier-1,25-34,4,Post-Update
1754,2024-03-10,iOS,YouTube,Tier-2,25-34,3,Pre-Update
1755,2024-03-28,Android,Organic,Tier-1,25-34,3,Post-Update
1756,2024-06-20,Web,Google Ads,Tier-3,25-34,6,Post-Update
1757,2024-02-11,iOS,YouTube,Tier-3,35-44,2,Pre-Update
1758,2024-01-18,Android,Organic,Tier-3,18-24,1,Pre-Update
1759,2024-04-22,iOS,Google Ads,Tier-1,35-44,4,Post-Update
1760,2024-04-06,Web,Organic,Tier-1,35-44,4,Post-Update
1761,2024-05-25,iOS,Instagram,Tier-1,18-24,5,Post-Update
1762,2024-04-13,Web,Instagram,Tier-2,18-24,4,Post-Update
1763,2024-01-22,Web,Google Ads,Tier-1,18-24,1,Pre-Update
1764,2024-02-01,Android,Organic,Tier-1,18-24,2,Pre-Update
1765,2024-04-04,Android,YouTube,Tier-1,25-34,4,Post-Update
1766,2024-04-06,Web,Organic,Tier-1,25-34,4,Post-Update
1767,2024-04-19,iOS,Organic,Tier-1,25-34,4,Post-Update
1768,2024-01-10,iOS,Instagram,Tier-1,45+,1,Pre-Update
1769,2024-03-15,iOS,YouTube,Tier-2,35-44,3,Post-Update
1770,2024-05-10,Android,Instagram,Tier-2,18-24,5,Post-Update
1771,2024-06-23,Android,Google Ads,Tier-1,35-44,6,Post-Update
1772,2024-01-09,Web,YouTube,Tier-3,18-24,1,Pre-Update
1773,2024-04-28,iOS,YouTube,Tier-2,35-44,4,Post-Update
1774,2024-04-22,Android,Instagram,Tier-3,18-24,4,Post-Update
1775,2024-02-15,Web,Organic,Tier-3,35-44,2,Pre-Update
1776,2024-01-01,Android,Instagram,Tier-2,18-24,1,Pre-Update
1777,2024-04-24,Android,Google Ads,Tier-2,45+,4,Post-Update
1778,2024-05-09,iOS,YouTube,Tier-1,25-34,5,Post-Update
1779,2024-04-18,Android,Instagram,Tier-3,25-34,4,Post-Update
1780,2024-06-24,iOS,Google Ads,Tier-3,18-24,6,Post-Update
1781,2024-05-28,Android,Instagram,Tier-3,45+,5,Post-Update
1782,2024-02-04,Android,YouTube,Tier-3,25-34,2,Pre-Update
1783,2024-05-09,iOS,Google Ads,Tier-3,25-34,5,Post-Update
1784,2024-03-16,Web,YouTube,Tier-3,25-34,3,Post-Update
1785,2024-02-17,Android,YouTube,Tier-1,18-24,2,Pre-Update
1786,2024-06-06,Android,YouTube,Tier-3,45+,6,Post-Update
1787,2024-06-14,Android,Google Ads,Tier-1,25-34,6,Post-Update
1788,2024-01-27,iOS,YouTube,Tier-3,25-34,1,Pre-Update
1789,2024-02-20,iOS,Organic,Tier-1,18-24,2,Pre-Update
1790,2024-01-26,Android,YouTube,Tier-1,45+,1,Pre-Update
1791,2024-03-20,Web,Instagram,Tier-2,35-44,3,Post-Update
1792,2024-03-14,Web,Instagram,Tier-1,18-24,3,Pre-Update
1793,2024-02-23,Android,Google Ads,Tier-2,25-34,2,Pre-Update
1794,2024-02-20,Android,Google Ads,Tier-1,35-44,2,Pre-Update
1795,2024-01-30,Android,YouTube,Tier-1,35-44,1,Pre-Update
1796,2024-04-26,iOS,Instagram,Tier-2,35-44,4,Post-Update
1797,2024-02-06,Android,Instagram,Tier-3,18-24,2,Pre-Update
1798,2024-04-04,iOS,Instagram,Tier-2,45+,4,Post-Update
1799,2024-04-14,Web,YouTube,Tier-3,25-34,4,Post-Update
1800,2024-04-06,Android,Organic,Tier-2,45+,4,Post-Update
1801,2024-05-13,Web,Organic,Tier-3,25-34,5,Post-Update
1802,2024-03-30,Android,YouTube,Tier-2,18-24,3,Post-Update
1803,2024-05-04,iOS,Organic,Tier-3,45+,5,Post-Update
1804,2024-01-19,Web,Google Ads,Tier-2,18-24,1,Pre-Update
1805,2024-02-23,Web,Google Ads,Tier-2,45+,2,Pre-Update
1806,2024-06-09,Android,YouTube,Tier-2,25-34,6,Post-Update
1807,2024-02-08,Android,YouTube,Tier-1,18-24,2,Pre-Update
1808,2024-03-08,Web,YouTube,Tier-2,45+,3,Pre-Update
1809,2024-05-25,Android,Instagram,Tier-3,25-34,5,Post-Update
1810,2024-04-23,iOS,Instagram,Tier-3,18-24,4,Post-Update
1811,2024-04-10,Android,Google Ads,Tier-1,35-44,4,Post-Update
1812,2024-05-24,iOS,Instagram,Tier-1,35-44,5,Post-Update
1813,2024-06-10,Android,Instagram,Tier-2,25-34,6,Post-Update
1814,2024-02-22,Web,Google Ads,Tier-1,45+,2,Pre-Update
1815,2024-03-23,iOS,YouTube,Tier-2,35-44,3,Post-Update
1816,2024-04-04,Android,Instagram,Tier-1,18-24,4,Post-Update
1817,2024-05-22,Web,Instagram,Tier-1,18-24,5,Post-Update
1818,2024-01-14,iOS,Google Ads,Tier-3,35-44,1,Pre-Update
1819,2024-05-25,iOS,YouTube,Tier-2,25-34,5,Post-Update
1820,2024-03-15,Android,Google Ads,Tier-3,18-24,3,Post-Update
1821,2024-01-14,Web,Instagram,Tier-2,45+,1,Pre-Update
1822,2024-06-10,Web,Google Ads,Tier-1,35-44,6,Post-Update
1823,2024-05-16,Android,Instagram,Tier-2,25-34,5,Post-Update
1824,2024-06-06,iOS,Organic,Tier-2,18-24,6,Post-Update
1825,2024-02-17,iOS,Organic,Tier-3,25-34,2,Pre-Update
1826,2024-01-13,Android,Google Ads,Tier-1,25-34,1,Pre-Update
1827,2024-02-27,iOS,Organic,Tier-1,18-24,2,Pre-Update
1828,2024-02-21,iOS,Google Ads,Tier-1,18-24,2,Pre-Update
1829,2024-04-03,iOS,Google Ads,Tier-1,45+,4,Post-Update
1830,2024-03-17,Web,Organic,Tier-1,25-34,3,Post-Update
1831,2024-06-29,iOS,YouTube,Tier-1,25-34,6,Post-Update
1832,2024-05-10,iOS,Google Ads,Tier-3,25-34,5,Post-Update
1833,2024-02-14,iOS,Google Ads,Tier-1,35-44,2,Pre-Update
1834,2024-05-04,Android,Google Ads,Tier-2,18-24,5,Post-Update
1835,2024-04-04,Web,YouTube,Tier-2,25-34,4,Post-Update
1836,2024-02-17,Android,Organic,Tier-3,25-34,2,Pre-Update
1837,2024-05-15,iOS,Organic,Tier-2,25-34,5,Post-Update
1838,2024-02-10,iOS,Google Ads,Tier-2,25-34,2,Pre-Update
1839,2024-06-13,Web,Instagram,Tier-3,35-44,6,Post-Update
1840,2024-02-14,Android,YouTube,Tier-1,18-24,2,Pre-Update
1841,2024-05-21,Android,Google Ads,Tier-2,18-24,5,Post-Update
1842,2024-06-06,Web,YouTube,Tier-1,25-34,6,Post-Update
1843,2024-02-21,Web,Instagram,Tier-1,18-24,2,Pre-Update
1844,2024-05-06,Android,Organic,Tier-3,45+,5,Post-Update
1845,2024-01-05,Web,Google Ads,Tier-2,18-24,1,Pre-Update
1846,2024-04-18,iOS,YouTube,Tier-1,18-24,4,Post-Update
1847,2024-06-11,Web,YouTube,Tier-3,18-24,6,Post-Update
1848,2024-02-02,Android,Instagram,Tier-1,25-34,2,Pre-Update
1849,2024-04-13,iOS,Instagram,Tier-1,35-44,4,Post-Update
1850,2024-03-28,iOS,Organic,Tier-2,35-44,3,Post-Update
1851,2024-02-26,Android,YouTube,Tier-3,35-44,2,Pre-Update
1852,2024-06-29,iOS,Google Ads,Tier-2,45+,6,Post-Update
1853,2024-03-27,Web,Google Ads,Tier-1,18-24,3,Post-Update
1854,2024-04-08,Android,Organic,Tier-1,45+,4,Post-Update
1855,2024-03-16,Web,YouTube,Tier-1,25-34,3,Post-Update
1856,2024-02-06,iOS,Google Ads,Tier-1,25-34,2,Pre-Update
1857,2024-04-05,Web,Instagram,Tier-2,18-24,4,Post-Update
1858,2024-02-13,Web,YouTube,Tier-1,45+,2,Pre-Update
1859,2024-04-25,Android,Google Ads,Tier-1,25-34,4,Post-Update
1860,2024-06-26,Android,YouTube,Tier-3,35-44,6,Post-Update
1861,2024-01-04,iOS,Google Ads,Tier-2,45+,1,Pre-Update
1862,2024-03-13,iOS,Organic,Tier-2,25-34,3,Pre-Update
1863,2024-02-17,iOS,Google Ads,Tier-2,25-34,2,Pre-Update
1864,2024-05-20,Android,Google Ads,Tier-3,25-34,5,Post-Update
1865,2024-03-27,Android,Google Ads,Tier-2,25-34,3,Post-Update
1866,2024-02-22,Android,YouTube,Tier-2,45+,2,Pre-Update
1867,2024-06-07,iOS,Organic,Tier-3,45+,6,Post-Update
1868,2024-06-08,iOS,Organic,Tier-1,18-24,6,Post-Update
1869,2024-02-20,Android,Instagram,Tier-3,45+,2,Pre-Update
1870,2024-02-08,iOS,Instagram,Tier-2,35-44,2,Pre-Update
1871,2024-03-31,Web,Google Ads,Tier-2,25-34,3,Post-Update
1872,2024-05-25,iOS,Instagram,Tier-2,25-34,5,Post-Update
1873,2024-04-01,Android,YouTube,Tier-2,18-24,4,Post-Update
1874,2024-04-04,Android,Google Ads,Tier-2,18-24,4,Post-Update
1875,2024-03-14,Android,YouTube,Tier-2,35-44,3,Pre-Update
1876,2024-02-12,Web,Instagram,Tier-1,35-44,2,Pre-Update
1877,2024-06-28,Web,Organic,Tier-2,25-34,6,Post-Update
1878,2024-03-21,Android,Google Ads,Tier-2,35-44,3,Post-Update
1879,2024-04-26,Android,Instagram,Tier-3,35-44,4,Post-Update
1880,2024-06-06,Web,Google Ads,Tier-1,25-34,6,Post-Update
1881,2024-04-28,Android,Instagram,Tier-3,18-24,4,Post-Update
1882,2024-04-05,iOS,Google Ads,Tier-1,35-44,4,Post-Update
1883,2024-03-12,Android,Instagram,Tier-1,18-24,3,Pre-Update
1884,2024-06-28,iOS,Instagram,Tier-2,18-24,6,Post-Update
1885,2024-03-04,Android,Google Ads,Tier-2,18-24,3,Pre-Update
1886,2024-04-27,iOS,Organic,Tier-2,25-34,4,Post-Update
1887,2024-06-25,iOS,Instagram,Tier-2,18-24,6,Post-Update
1888,2024-05-31,iOS,YouTube,Tier-1,45+,5,Post-Update
1889,2024-02-08,iOS,YouTube,Tier-2,25-34,2,Pre-Update
1890,2024-01-29,iOS,Google Ads,Tier-2,18-24,1,Pre-Update
1891,2024-06-07,Android,Instagram,Tier-1,25-34,6,Post-Update
1892,2024-05-19,Web,YouTube,Tier-2,45+,5,Post-Update
1893,2024-04-25,Android,Organic,Tier-3,25-34,4,Post-Update
1894,2024-04-20,iOS,Organic,Tier-2,35-44,4,Post-Update
1895,2024-06-14,Web,Instagram,Tier-2,18-24,6,Post-Update
1896,2024-03-29,Web,Instagram,Tier-2,18-24,3,Post-Update
1897,2024-04-19,Android,Organic,Tier-3,18-24,4,Post-Update
1898,2024-06-08,Android,Organic,Tier-1,25-34,6,Post-Update
1899,2024-03-11,iOS,Instagram,Tier-1,35-44,3,Pre-Update
1900,2024-01-31,iOS,Instagram,Tier-3,45+,1,Pre-Update
1901,2024-01-01,Android,Organic,Tier-1,25-34,1,Pre-Update
1902,2024-01-29,Android,Instagram,Tier-3,35-44,1,Pre-Update
1903,2024-01-13,iOS,Instagram,Tier-3,35-44,1,Pre-Update
1904,2024-06-18,Android,Google Ads,Tier-2,45+,6,Post-Update
1905,2024-05-25,Web,Instagram,Tier-3,18-24,5,Post-Update
1906,2024-04-06,Android,Google Ads,Tier-3,18-24,4,Post-Update
1907,2024-05-02,Android,Google Ads,Tier-1,18-24,5,Post-Update
1908,2024-05-04,Android,Google Ads,Tier-1,45+,5,Post-Update
1909,2024-05-30,Web,Google Ads,Tier-2,35-44,5,Post-Update
1910,2024-04-05,Android,Instagram,Tier-3,35-44,4,Post-Update
1911,2024-02-06,iOS,Google Ads,Tier-1,45+,2,Pre-Update
1912,2024-01-22,iOS,YouTube,Tier-1,45+,1,Pre-Update
1913,2024-04-26,iOS,Google Ads,Tier-2,18-24,4,Post-Update
1914,2024-01-06,Android,Organic,Tier-2,18-24,1,Pre-Update
1915,2024-01-20,Android,Organic,Tier-3,35-44,1,Pre-Update
1916,2024-01-30,iOS,Instagram,Tier-3,35-44,1,Pre-Update
1917,2024-02-13,Web,Google Ads,Tier-1,45+,2,Pre-Update
1918,2024-01-01,iOS,Organic,Tier-2,18-24,1,Pre-Update
1919,2024-05-18,Web,Organic,Tier-3,35-44,5,Post-Update
1920,2024-01-22,iOS,Google Ads,Tier-1,25-34,1,Pre-Update
1921,2024-03-12,iOS,Google Ads,Tier-2,25-34,3,Pre-Update
1922,2024-06-25,iOS,YouTube,Tier-1,25-34,6,Post-Update
1923,2024-02-25,Web,Organic,Tier-1,45+,2,Pre-Update
1924,2024-05-31,Web,Organic,Tier-2,25-34,5,Post-Update
1925,2024-05-26,Web,YouTube,Tier-3,18-24,5,Post-Update
1926,2024-02-29,Android,YouTube,Tier-1,35-44,2,Pre-Update
1927,2024-06-28,iOS,Instagram,Tier-1,18-24,6,Post-Update
1928,2024-06-04,Web,YouTube,Tier-2,25-34,6,Post-Update
